r,seed,station,mean_excess3,std_excess3,highL3,mean_res_pair,std_res_pair,mean_phi1,mean_phi2,mean_abs_tau,std_abs_tau,mean_tau,var_classical,ac1_classical,lam_regime,f3_share,alpha3
3.570279,45787,S_inf,2.3789803878259064,0.05367638146451254,0.9945404913557779,3.109895802973606e-16,5.393243309879264e-17,0.49029420685471636,0.49182211101000917,0.14452960202503165,0.04398239108053057,0.1431037984968515,0.04486584272456557,-0.956974207108389,0.0009964285714298645,0.5039507432143564,1.0029912714540856
3.57439,45743,S_post_acc,2.3780168841625007,0.04944163176995262,0.9945404913557779,7.841541279662452e-07,1.2956352534137627e-05,0.49848346982104946,0.5023316651501365,0.13706268847950748,0.03766834783694894,0.1369611243925686,0.0450214818827187,-0.9545647219860531,0.01567857142857262,0.5109286136359651,1.0475273494897996
3.57439,45760,S_post_acc,2.3704166309286996,0.07886987399242036,0.9945404913557779,1.5416117533405218e-06,2.5471606459201096e-05,0.4297088262056415,0.42576584774037,0.5097735902123471,0.0828701373390329,0.5097735902123471,0.047923470271864096,-0.9247701768187451,0.01567857142857262,0.5500482795362058,1.0475273494897996
3.57439,45777,S_post_acc,2.3630552981548547,0.09131268041610291,0.9945404913557779,2.8220961876428327e-06,3.472775095976657e-05,0.4818774643615407,0.477024567788899,0.5373150361724401,0.1019070200131221,0.5373150361724401,0.047870876274747336,-0.9235958752000469,0.01567857142857262,0.5216728300151787,1.0475273494897996
3.57439,45794,S_post_acc,2.1922112168957693,0.1898895625026322,0.9868061874431301,0.002861723703789102,0.02183897728810063,0.2551562026084319,0.2698172581134365,0.11888662322848795,0.05338212545610605,-0.11871083923186299,0.04511835723781619,-0.9864781373992852,0.01567857142857262,0.6655857000583294,1.0475273494897996
3.57439,45811,S_post_acc,2.3622747554452452,0.08940202449750666,0.9945404913557779,5.084590199604115e-07,8.401121763718914e-06,0.43751895662723694,0.4328177130724901,0.5156389162330661,0.05472659156150519,0.5156389162330661,0.047910593441378935,-0.9245793857331861,0.01567857142857262,0.5457873068355358,1.0475273494897996
3.57439,45828,S_post_acc,2.36559716295354,0.0847808012739758,0.9945404913557779,2.4759640431767383e-06,3.091973600422252e-05,0.44419168941461934,0.4493706399757355,0.1258281379396553,0.05268445427074838,0.11412483007546993,0.04511710340262355,-0.9567006715129245,0.01567857142857262,0.539175083962325,1.0475273494897996
3.575,45750,S_post_acc,2.380783896500787,0.04896998962594567,0.9945404913557779,3.098204465368442e-16,5.709635622086929e-17,0.49848346982104935,0.49943130118289353,0.14217019015922125,0.04046320095433127,0.1421194081157518,0.0450628384600706,-0.9541666495061577,0.017857142857144046,0.5133798386603303,1.054209183673473
3.575,45767,S_post_acc,2.3877311641983776,0.010704585793182004,0.9945404913557779,3.168352490999426e-16,3.333569196421595e-17,0.5,0.5004777070063694,0.13980882513789278,0.03635104219865941,0.13980882513789278,0.04504283221551125,-0.9536168708792652,0.017857142857144046,0.5127426920908945,1.054209183673473
3.575,45784,S_post_acc,2.21203469903703,0.18904135031190725,0.9927206551410374,0.00023797081002275964,0.0026029634722869515,0.27153472854109795,0.28547543221110094,0.10662861919717495,0.04845762808017909,-0.10643720995640556,0.045141520299928864,-0.9864105421095563,0.017857142857144046,0.6538190184177096,1.054209183673473
3.575,45801,S_post_acc,2.375924005913885,0.06093363442889988,0.9945404913557779,0.000911036636113873,0.015052795633673071,0.4733090688504701,0.47448817106460417,0.13606853232081753,0.04596625976112998,0.12910357974343348,0.04511020822011557,-0.955240620564691,0.017857142857144046,0.5262384424336677,1.054209183673473
3.575,45818,S_post_acc,2.3815301164248064,0.04970790829965247,0.9945404913557779,1.5549493511832108e-06,2.569197974209887e-05,0.4980285107673643,0.49828632089778585,0.14660580634072407,0.041542450872059884,0.14660580634072407,0.04506477268034827,-0.9543354374594433,0.017857142857144046,0.5137860474767256,1.054209183673473
3.575,45835,S_post_acc,2.3640330371750338,0.08289179474848798,0.9945404913557779,1.153079023207566e-06,1.3542383678039665e-05,0.5139520776463452,0.508037609948438,0.5584345067891686,0.12799476365015644,0.5584345067891686,0.04783251468794605,-0.9221190816064542,0.017857142857144046,0.5074750981191786,1.054209183673473
3.578501,45785,S_post_acc,2.38617291238834,0.027194821575263282,0.9945404913557779,3.168352490999426e-16,3.333569196421594e-17,0.4998483469821049,0.4997459811950258,0.14018383099735932,0.03860624464677601,0.14018383099735932,0.04522344626834349,-0.9523828532378147,0.03036071428571538,0.52261060115035,1.092925688801024
